ns1:VSTRANA	ns1:NAZEVCELK	ns1:NAZEV_STRV	ns1:ZKRATKAV30	ns1:ZKRATKAV8	ns1:POCSTR_SLO
551	Sdružení HPP, NK	Sdružení HPP, NK	Sdružení HPP, NK		2
552	Sdružení Piráti, LES, NK	Sdružení Piráti, LES, NK	Sdružení Piráti, LES, NK		3
553	Sdružení KDU-ČSL, KONS, Rozumní, NK	Sdružení KDU-ČSL, KONS, Rozumní, NK	Sdruž. KDU-ČSL,KONS,Rozumní,NK		4
554	Sdružení Úsvit, NK	Sdružení Úsvit, NK	Sdružení Úsvit, NK		2
555	Sdružení DOMA, NK	Sdružení DOMA, NK	Sdružení DOMA, NK		2
556	Sdružení PRO, NK	Sdružení PRO, NK	Sdružení PRO, NK		2
557	"Sdružení ""Z"", NK"	"Sdružení ""Z"", NK"	"Sdružení ""Z"", NK"		2
558	Sdružení ŽTB, NK	Sdružení ŽTB, NK	Sdružení ŽTB, NK		2
559	Sdružení KDU-ČSL, NEZ, NK	Sdružení KDU-ČSL, NEZ, NK	Sdružení KDU-ČSL, NEZ, NK		3
560	Sdružení SD-SN, VPP, NK	Sdružení SD-SN, VPP, NK	Sdružení SD-SN, VPP, NK		3
561	Sdružení SNK ED, SD-SN, NK	Sdružení SNK ED, SD-SN, NK	Sdružení SNK ED, SD-SN, NK		3
562	Sdružení SZ, STAN, Piráti, NK	Sdružení SZ, STAN, Piráti, NK	Sdružení SZ, STAN, Piráti, NK		4
563	Sdružení ODS, Úsvit, NK	Sdružení ODS, Úsvit, NK	Sdružení ODS, Úsvit, NK		3
564	Sdružení DOMA, NK	Sdružení DOMA, NK	Sdružení DOMA, NK		2
565	Sdružení Úsvit, VZ, NK	Sdružení Úsvit, VZ, NK	Sdružení Úsvit, VZ, NK		3
566	Sdružení PSZ, NK	Sdružení PSZ, NK	Sdružení PSZ, NK		2
567	Sdružení SZ, STAN, NK	Sdružení SZ, STAN, NK	Sdružení SZ, STAN, NK		3
568	Sdružení KDU-ČSL, LES, NK	Sdružení KDU-ČSL, LES, NK	Sdružení KDU-ČSL, LES, NK		3
569	Sdružení KDU-ČSL, SZ, STAN, NK	Sdružení KDU-ČSL, SZ, STAN, NK	Sdružení KDU-ČSL, SZ, STAN, NK		4
570	Sdružení SZ, LES, NK	Sdružení SZ, LES, NK	Sdružení SZ, LES, NK		3
571	Sdružení KDU-ČSL, Piráti, NK	Sdružení KDU-ČSL, Piráti, NK	Sdružení KDU-ČSL, Piráti, NK		3
572	Sdružení KDU-ČSL, ZVUK 12, NK	Sdružení KDU-ČSL, ZVUK 12, NK	Sdružení KDU-ČSL, ZVUK 12, NK		3
573	Sdružení ČSSD, SPO, NK	Sdružení ČSSD, SPO, NK	Sdružení ČSSD, SPO, NK		3
574	Sdružení SZ, SNK ED, Piráti, NK	Sdružení SZ, SNK ED, Piráti, NK	Sdružení SZ,SNK ED,Piráti,NK		4
575	Dělnická strana sociální spravedlnosti - NE diktátu Bruselu!	Koalice DSSS a SPE	Koalice DSSS a SPE	Koal.DSSS a SPE	2
576	Koalice Strana práce a Nespokojení občané!	Koalice SP a NO!	Koalice SP a NO!	Koal.  SP a NO!	2
577	Koalice STAN, SLK, TOP 09	Koalice STAN, SLK, TOP 09	Koalice STAN, SLK, TOP 09	STSLKTOP	3
578	Koalice KDU-ČSL, SZ, OCJJ	Koalice KDU-ČSL, SZ, OCJJ	Koalice KDU-ČSL, SZ, OCJJ	KDUSZOCJ	3
579	Koalice SZ, HNHRM, B10	Koalice SZ, HNHRM, B10	Koalice SZ, HNHRM, B10	SZHRMB10	3
580	Koalice Občané, SP, OBČ_2011	Koalice Občané, SP, OBČ_2011	Koalice Občané, SP, OBČ_2011	ObčanéSP	3
581	Koalice SNK ED a SZSP	Koalice SNK ED a SZSP	Koalice SNK ED a SZSP	NKEDSZSP	2
582	Koalice SPOZ a Češi	Koalice SPOZ a Češi	Koalice SPOZ a Češi	SPOZČeši	2
583	Koalice MDS a ZH	Koalice MDS a ZH	Koalice MDS a ZH	MDS+ZH	2
584	Koalice SZ a Změna	Koalice SZ a Změna	Koalice SZ a Změna	SZ+Změna	2
585	Koalice KDU-ČSL a SsČR	Koalice KDU-ČSL a SsČR	Koalice KDU-ČSL a SsČR	KDUČSLSs	2
586	Koalice KONS a SBB	Koalice KONS a SBB	Koalice KONS a SBB	KONS+SBB	2
587	Koalice KONS a SsČR	Koalice KONS a SsČR	Koalice KONS a SsČR	KONSSsČR	2
588	Koalice ZHN a Doktoři	Koalice ZHN a Doktoři	Koalice ZHN a Doktoři	ZHN+Dokt	2
589	Koalice SNK ED a SsČR	Koalice SNK ED a SsČR	Koalice SNK ED a SsČR	SNKED+Ss	2
590	Koalice SNK ED a ALTERNATIVA	Koalice SNK ED a ALTERNATIVA	Koalice SNK ED a ALTERNATIVA	SNKED+AL	2
591	Koalice KDU-ČSL, Nestraníci, SsČR	Koalice KDU-ČSL, Nestraníci, SsČR	Koalice KDU-ČSL,Nestran.,SsČR	KDUNesSs	3
592	Koalice SNK ED a ML	Koalice SNK ED a ML	Koalice SNK ED a ML	SNKED+ML	2
593	Koalice SNK ED a Nestraníci	Koalice SNK ED a Nestraníci	Koalice SNK ED a Nestraníci	SNKED+NE	2
594	Koalice KDU-ČSL a NV	Koalice KDU-ČSL a NV	Koalice KDU-ČSL a NV	KDU+NV	2
595	Koalice KDU-ČSL, SZ, Piráti	Koalice KDU-ČSL, SZ, Piráti	Koalice KDU-ČSL, SZ, Piráti	PirSZKDU	3
596	"Koalice STAN a ""HOPB"""	"Koalice STAN a ""HOPB"""	"Koalice STAN a ""HOPB"""	STANHOPB	2
597	Koalice ČSNS a KAN	Koalice ČSNS a KAN	Koalice ČSNS a KAN	ČSNS+KAN	2
598	Koalice SBB a Suveren.	Koalice SBB a Suveren.	Koalice SBB a Suveren.	SBB+Suv.	2
599	Koalice KDU-ČSL, SZ, HNHRM	Koalice KDU-ČSL, SZ, HNHRM	Koalice KDU-ČSL, SZ, HNHRM	KDUSZHRM	3
600	Koalice DSSS a SPE	Koalice DSSS a SPE	Koalice DSSS a SPE	DSSS+SPE	2
601	Koalice SONOB, Z	Koalice SONOB, Z	Koalice SONOB, Z		2
602	Koalice DS, PaS	Koalice DS, PaS	Koalice DS, PaS		2
603	Koalice DRS, KDU-ČSL	Koalice DRS, KDU-ČSL	Koalice DRS, KDU-ČSL		2
604	Koalice pro Českou republiku	Koalice pro Českou republiku	Koalice pro Českou republiku	Koal_ČR	6
605	Koalice SNK ED, KONS	Koalice SNK ED, KONS	Koalice SNK ED, KONS		2
606	Koalice VPM, US-DEU	Koalice VPM, US-DEU	Koalice VPM, US-DEU		2
607	Koalice US-DEU, SZ, ODA, KONS, ČSNS2005	Koalice US-DEU, SZ, ODA, KONS, ČSNS2005	K.US-DEU,SZ,ODA,KONS,ČSNS2005		5
608	Koalice KDU-ČSL, USZ	Koalice KDU-ČSL, USZ	Koalice KDU-ČSL, USZ		2
609	Unie Prahy 4	Unie Prahy 4	Unie Prahy 4	Unie_P4	3
610	Koalice DEUČR, ODA, KAN	Koalice DEUČR, ODA, KAN	Koalice DEUČR, ODA, KAN		3
611	Koalice SZ, NV	Koalice SZ,NV	Koalice SZ, NV		2
612	Koalice SNK ED, NEZ	Koalice SNK ED, NEZ	Koalice SNK ED, NEZ		2
613	Koalice SZ, US-DEU, SNK ED	Koalice SZ, US-DEU, SNK ED	Koalice SZ, US-DEU, SNK ED		3
614	Koalice US-DEU, NEZ/DEM	Koalice US-DEU, NEZ/DEM	Koalice US-DEU, NEZ/DEM		2
615	Koalice KONS, KČ, SP	Koalice KONS, KČ, SP	Koalice KONS, KČ, SP		3
616	Koalice Z, ODA, US-DEU	Koalice Z, ODA, US-DEU	Koalice Z, ODA, US-DEU		3
617	Koalice ODS, SNK ED	Koalice ODS, SNK ED	Koalice ODS, SNK ED		2
618	Koalice ODH, SNK ED	Koalice ODH, SNK ED,	Koalice ODH, SNK ED		2
619	Koalice SNK ED, US-DEU	Koalice SNK ED, US-DEU	Koalice SNK ED, US-DEU		2
620	Koalice SOS, SNK ED, Z	Koalice SOS, SNK ED, Z	Koalice SOS, SNK ED, Z		3
621	"Koalice SOS, ""LiRA"""	"Koalice SOS, ""LiRA"""	"Koalice SOS, ""LiRA"""		2
622	"""Celý plat senátora budu dávat na zdravotnictví našeho obvodu"""	"""Celý plat senátora na zdravotn.našeho obvodu"""	"""Plat senátora na zdrav.obv."""	Plat_Zdr	2
623	Koalice NEZ, SZ	Koalice NEZ, SZ	Koalice NEZ, SZ		2
624	Koalice ČSSD, ČSNS2005	Koalice ČSSD, ČSNS2005	Koalice ČSSD, ČSNS2005		2
625	Koalice pro Středočeský kraj	Koalice pro Středočeský kraj	Koalice pro Středočeský kraj	KOALSTČ1	2
626	Národní socialisté a Rozumní	Národní socialisté a Rozumní	Národní socialisté a Rozumní	NS+SZR	2
627	Koalice pro Liberecký kraj	Koalice pro Liberecký kraj	Koalice pro Liberecký kraj	KOALLIB1	2
628	"""DOHODA PRO JIŽNÍ MORAVU"""	"""DOHODA PRO JIŽNÍ MORAVU"""	"""DOHODA PRO JIŽNÍ MORAVU"""	DOHODAJM	13
629	Strana zdravého rozumu a Česká strana národně socialistická	Str.zdravého rozumu a Česká str.národně socialist.	Str.zdr.roz.a Čes.str.nár.soc.	SZR+ČSNS	2
630	Koalice pro Karlovarský kraj	Koalice pro Karlovarský kraj	Koalice pro Karlovarský kraj	KOAL_KV1	2
631	Nejen hasiči a živnostníci pro kraj - www.hnpd.cz, www.sdzp.cz	Nejen has.a živn.pro kraj-www.hnpd.cz,www.sdzp.cz	Nejen hasiči a živn.pro kraj	HAS+ŽIVN	2
632	Dělnická strana - za zrušení poplatků ve zdravotnictví	Dělnická strana-za zrušení poplatků ve zdravotn.	Děln.str.-zrušení popl.ve zdr.	DS_POPL	2
633	Dohoda pro změnu	Dohoda pro změnu	Dohoda pro změnu	PROZMENU	4
634	Alternativa 2008	Alternativa 2008	Alternativa 2008	Alt_2008	3
635	Konzervativní koalice	Konzervativní koalice	Konzervativní koalice	KONZKOAL	4
636	DOHODA pro Ústecký kraj	DOHODA pro Ústecký kraj	DOHODA pro Ústecký kraj	DOHODA_Ú	2
637	Koalice nestraníků	Koalice nestraníků	Koalice nestraníků	KOALNEST	2
638	Osobnosti kraje	Osobnosti kraje	Osobnosti kraje	OSOBNOST	2
639	Šance pro náš kraj	Šance pro náš kraj	Šance pro náš kraj	ŠANCE_OL	3
640	STŘEDOČEŠI	STŘEDOČEŠI	STŘEDOČEŠI	STŘEDOČ.	3
641	Koalice US-DEU a SOS	Koalice US-DEU a SOS	Koalice US-DEU a SOS	USDEUSOS	2
642	DOHODA pro Vysočinu	DOHODA pro Vysočinu	DOHODA pro Vysočinu	DOHODAVY	3
643	STAROSTOVÉ A NEZÁVISLÍ a Zlínské hnutí nezávislých	STAROSTOVÉ A NEZÁVISLÍ a Zlínské hnutí nezávislých	STAROSTOVÉ A ZHN	STAN+ZHN	2
644	Koalice US-DEU, SOS a VPM	Koalice US-DEU, SOS a VPM	Koalice US-DEU, SOS a VPM	USSOSVPM	3
645	Dělnická strana - NE americkému radaru!	Dělnická strana - NE americkému radaru!	Děln.str.-NE americkému radaru	DS_RADAR	2
646	Koalice pro Plzeňský kraj	Koalice pro Plzeňský kraj	Koalice pro Plzeňský kraj	KOALPLZ1	2
647	Koalice pro Královéhradecký kraj	Koalice pro Královéhradecký kraj	Koalice pro Královéhradec.kraj	KOAL_HK1	2
648	Volba pro kraj	Volba pro kraj	Volba pro kraj	VOLBA_HK	2
649	Koalice US-DEU a KAN	Koalice US-DEU a KAN	Koalice US-DEU a KAN	USDEUKAN	2
650	DOHODA pro senátní obvod Kladno	DOHODA pro senátní obvod Kladno	DOHODA pro senát.obvod Kladno	DOHODA30	2
651	S.O.S. pro kraj	S.O.S. pro kraj	S.O.S. pro kraj	S.O.S.	2
652	Koalice pro Pardubický kraj	Koalice pro Pardubický kraj	Koalice pro Pardubický kraj	KOALPAR1	3
653	Nejen hasiči a živnostníci pro kraj	Nejen hasiči a živnostníci pro kraj	Nejen hasiči a živn. pro kraj	HAS+ŽIVN	2
654	Suverenita	Suverenita	Suverenita	Suveren.	2
655	Nejen hasiči a živnostníci s učiteli do Evropy - www.hnpd.cz, www.sdzp.cz	Nejen hasiči a živnostníci s učiteli do Evropy	Nejen has. a živn. s uč. do E.	HNDPSDZP	2
656	"""STAROSTOVÉ A NEZÁVISLÍ - VAŠE ALTERNATIVA"""	"""STAROSTOVÉ A NEZÁVISLÍ - VAŠE ALTERNATIVA"""	"""STAR.A NEZ.-VAŠE ALTERNATIVA"""	VAŠEALT.	2
657	Koalice Suveren. a NEZ/DEM	Koalice Suveren. a NEZ/DEM	Koalice Suveren. a NEZ/DEM		2
658	Koalice SOS A ZELENÍ	Koalice SOS A ZELENÍ	Koalice SOS A Z		2
659	Koalice STAN a TOP 09	Koalice STAN a TOP 09	Koalice STAN a TOP 09	TOP+STAN	2
660	Koalice TOP 09 a SLK	Koalice TOP 09 a SLK	Koalice TOP 09 a SLK		2
661	Koalice SPOZ a SZ	Koalice SPOZ a SZ	Koalice SPOZ a SZ		2
663	Koalice SNK ED a VV	Koalice SNK ED a VV	Koalice SNK ED a VV		2
664	Koalice VPM a VV	Koalice VPM a VV	Koalice VPM a VV		2
665	Koalice SZ, US-DEU a TOP 09	Koalice SZ, US-DEU a TOP 09	Koalice SZ, US-DEU a TOP 09		3
666	Koalice SDŽ a Pražané za svá práva	Koalice SDŽ a Pražané za svá práva	Koalice SDŽ a PP		2
667	Koalice KDU-ČSL, SZ, KONS, KAN, Suveren., ČPS	Koalice KDU-ČSL,SZ,KONS,KAN,Suveren.,ČPS	KDU-ČSL,SZ,KONS,KAN,Suver.,ČPS		6
668	Koalice KDU-ČSL a HNHRM	Koalice KDU-ČSL a HNHRM	Koalice KDU-ČSL a HNHRM		2
669	Koalice SZ, Suveren. a SPOZ	Koalice SZ, Suveren. a SPOZ	Koalice SZ,Suveren. a SPOZ		3
670	Koalice VV, SZ a NV	Koalice VV, SZ a NV	Koalice VV, SZ a NV		3
671	Koalice DSZ a SPOZ	Koalice DSZ a SPOZ	Koalice DSZ a SPOZ		2
672	Koalice VPM a STAN	Koalice VPM a STAN	Koalice VPM a STAN		2
673	Koalice DRS, TOP 09 a Věci veřejné	Koalice DRS, TOP 09 a Věci veřejné	Koalice DRS, TOP 09 a VV		3
674	Koalice TOP 09 a Věci veřejné	Koalice TOP 09 a Věci veřejné	Koalice TOP 09 a VV		2
676	Koalice KDU-ČSL, SZ, NEZ a US-DEU	Koalice KDU-ČSL, SZ, NEZ a US-DEU	Koalice KDU-ČSL,SZ,NEZ,US-DEU		4
677	Koalice Moravané a ČSNS2005	Koalice Moravané a ČSNS2005	Koalice M a ČSNS		2
678	Koalice Senátor pro Ostravu	Koalice Senátor pro Ostravu	Koalice Senátor pro Ostravu	ProOstr.	6
679	Koalice Suveren. a SPOZ	Koalice Suveren. a SPOZ	Koalice Suveren. a SPOZ	Suv.SPOZ	2
680	Koalice HpT a SZ	Koalice HpT a SZ	Koalice HpT a SZ		2
681	Koalice NEZÁVISLÍ a SPOZ	Koalice NEZÁVISLÍ a SPOZ	Koalice NEZÁVISLÍ a SPOZ		2
682	Koalice ČSSD a SPOZ	Koalice ČSSD a SPOZ	Koalice ČSSD a SPOZ		2
683	Koalice KDU-ČSL, Suveren. a ČPS	Koalice KDU-ČSL, Suveren. a ČPS	Koalice KDU-ČSL, Suveren., ČPS		3
684	Koalice Svobodní a ČPS	Koalice Svobodní a ČPS	Koalice Svobodní a ČPS		2
685	Koalice KONS, SZ a US-DEU	Koalice KONS, SZ a US-DEU	Koalice KONS, SZ a US-DEU		3
686	Koalice HNHRM a TOP 09	Koalice HNHRM a TOP 09	Koalice HNHRM a TOP 09		2
687	Koalice TOP 09 a ODS	Koalice TOP 09 a ODS	Koalice TOP 09 a ODS		2
688	Koalice KDU-ČSL a EDS	Koalice KDU-ČSL a EDS	Koalice KDU-ČSL a EDS		2
689	Koalice Suveren. a DSZ	Koalice Suveren. a DSZ	Koalice Suveren. a DSZ		2
690	Koalice KDU-ČSL a Zelení	Koalice KDU-ČSL a Zelení	Koalice KDU-ČSL a Zelení		2
691	Koalice SNK ED a Suveren.	Koalice SNK ED a Suveren.	Koalice SNK ED a Suveren.		2
692	Koalice SONOB, SOSPRAHA a Občané	Koalice SONOB, SOSPRAHA a Občané	Koalice SONOB,SOSPRAHA,Občané		3
693	Koalice Moravané a Suveren.	Koalice Moravané a Suveren.	Koalice Moravané a Suveren.		2
694	Koalice KDU-ČSL a SN	Koalice KDU-ČSL a SN	Koalice KDU-ČSL a SN		2
695	Koalice ALTER. a Občané	Koalice ALTER. a Občané	Koalice ALTER. a Občané	ALTER+OB	2
696	Lepší Kladno	Lepší Kladno	Lepší Kladno	OBČ+KAN	2
697	STAROSTOVÉ A NEZÁVISLÍ s podporou TOP 09	STAROSTOVÉ A NEZÁVISLÍ s podporou TOP 09	STAN s podporou TOP 09	STAN+TOP	2
698	Koalice Česká strana regionů a VÝCHODOČEŠI	Koalice Česká strana regionů a VÝCHODOČEŠI	Koalice Čes.str.reg. a VÝCHOD.	ČSR+VČ	2
699	Koalice KDU-ČSL, SZ, ČSSD	Koalice KDU-ČSL, SZ, ČSSD	Koalice KDU-ČSL, SZ, ČSSD	ČSSDKDSZ	3
700	Koalice SBB a SDŹ	Koalice SBB a SDŽ	Koalice SBB a SDŽ	SBB+SDŽ	2
701	Doktoři (za uzdravení společnosti)	Doktoři (za uzdravení společnosti)	Doktoři (za uzdravení společ.)	Doktoři	1
702	ALTERNATIVA	ALTERNATIVA	ALTERNATIVA	ALTERNATIVA	1
703	Starostové pro Liberecký kraj	Starostové pro Liberecký kraj	Starostové pro Liberecký kraj	SLK	1
704	Severočeši.cz	Severočeši.cz	Severočeši.cz	S.cz	1
705	Strana podnikatelů a živnostníků	Strana podnikatelů a živnostníků	Str.podnikatelů a živnostníků	"""SPŽ"""	1
706	Nezávislí starostové	Nezávislí starostové	Nezávislí starostové	NEST	1
707	"""Evropští demokraté za právo, morálku a spravedlnost"""	"""Evrop.demokraté za právo, morálku a spravedlnost"""	"""Evr.dem.za pr.,morál.,sprav."""	ED-MS	1
708	Strana pro ekologii a zdraví	Strana pro ekologii a zdraví	Strana pro ekologii a zdraví	SEZ	1
709	Evropská demokratická strana	Evropská demokratická strana	Evropská demokratická strana	EDS	1
710	Liga spořádaných lidí	Liga spořádaných lidí	Liga spořádaných lidí	LSL	1
711	Lidé a Politika	Lidé a Politika	Lidé a Politika	LAP	1
712	"""Mírové hnutí 2007"""	"""Mírové hnutí 2007"""	"""Mírové hnutí 2007"""	"""MH-2007"""	1
713	Libertas.cz	Libertas.cz	Libertas.cz	Libertas	1
714	Strana svobodných občanů	Strana svobodných občanů	Strana svobodných občanů	Svobodní	1
715	Demokratická strana zelených	Demokratická strana zelených	Demokratická strana zelených	DSZ	1
716	Strana soukromníků České republiky	Strana soukromníků České republiky	Strana soukromníků ČR	SsČR	1
717	ČESKÝ POLITICKÝ STŘED	ČESKÝ POLITICKÝ STŘED	ČESKÝ POLITICKÝ STŘED	ČPST	1
718	OBČANÉ.CZ	OBČANÉ.CZ	OBČANÉ.CZ	Občané	1
719	Hnutí Za Telefonování Zdarma	Hnutí Za Telefonování Zdarma	Hnutí Za Telefonování Zdarma	HZTZ.CZ	1
720	Česká pirátská strana	Česká pirátská strana	Česká pirátská strana	Piráti	1
721	TOP 09	TOP 09	TOP 09	TOP 09	1
722	Česká realistická strana	Česká realistická strana	Česká realistická strana	ČRS	1
723	STOP	STOP	STOP	STOP	1
724	Strana Práv Občanů	Strana Práv Občanů	Strana Práv Občanů	SPO	1
725	Victoria.cz	Victoria.cz	Victoria.cz	Victoria	1
726	Nový Impuls	Nový Impuls	Nový Impuls	NI	1
727	VOLBA PRO KLADNO	VOLBA PRO KLADNO	VOLBA PRO KLADNO	VPK	1
728	Pro Třebíč	Pro Třebíč	Pro Třebíč	ProTR	1
729	POLITIKA TRADIČNÍCH HODNOT	POLITIKA TRADIČNÍCH HODNOT	POLITIKA TRADIČNÍCH HODNOT	PTH	1
730	Nová budoucnost	Nová budoucnost	Nová budoucnost	NB	1
731	Ženy za Brod	Ženy za Brod	Ženy za Brod	ŽB	1
732	NÁŠ HLUČÍN	NÁŠ HLUČÍN	NÁŠ HLUČÍN	NH	1
733	"""Volím Orlovou"""	"""Volím Orlovou"""	"""Volím Orlovou"""	"""VO"""	1
734	"""Občané městu, město občanům"""	"""Občané městu, město občanům"""	"""Občané městu, město občanům"""	OMMO	1
735	Nezávislí pro Bílinu	Nezávislí pro Bílinu	Nezávislí pro Bílinu	N-BÍLINA	1
736	REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA	REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA	REPUBL.STR.ČECH,MORAVY A SLEZ.	RSČMS	1
737	ČESKÁ NEZÁVISLÁ	ČESKÁ NEZÁVISLÁ	ČESKÁ NEZÁVISLÁ	"""ČNEZ"""	1
738	Jundrováci	Jundrováci	Jundrováci	Jundrováci	1
739	Královopolští patrioti	Královopolští patrioti	Královopolští patrioti	KPP	1
740	Strana demokratické obnovy	Strana demokratické obnovy	Strana demokratické obnovy	SDeO	1
741	Hnutí nezávislých za všestranný rozvoj Slatiny	Hnutí nezávislých za všestranný rozvoj Slatiny	Hn.nez.za všestr.rozv.Slatiny	HNVRS	1
742	Strakonická Veřejnost	Strakonická Veřejnost	Strakonická Veřejnost	SV	1
743	Hnutí O co jim jde?!	Hnutí O co jim jde?!	Hnutí O co jim jde?!	OCJJ	1
744	Pražané za svá práva	Pražané za svá práva	Pražané za svá práva	PP	1
745	Bílinští sociální demokraté	Bílinští sociální demokraté	Bílinští sociální demokraté	BSD	1
746	OSMA - občané svému městu	OSMA - občané svému městu	OSMA - občané svému městu	OSMA	1
747	B10.cz	B10.cz	B10.cz	B10.cz	1
748	Společnost pro Třinec	Společnost pro Třinec	Společnost pro Třinec	SpT	1
749	Konzervativní aliance 2014	Konzervativní aliance 2014	Konzervativní aliance 2014	KA14	1
750	Desítka pro domácí	Desítka pro domácí	Desítka pro domácí	DPD	1
751	VLASTENECKÁ STRANA	VLASTENECKÁ STRANA	VLASTENECKÁ STRANA	VS	1
752	Zdravé Hradiště	Zdravé Hradiště	Zdravé Hradiště	ZH	1
753	"""Občané pro Budějovice"""	"""Občané pro Budějovice"""	"""Občané pro Budějovice"""	"""HOPB"""	1
754	Občanské hnutí pro Mimoň	Občanské hnutí pro Mimoň	Občanské hnutí pro Mimoň	OHM	1
755	Ostravak	Ostravak	Ostravak	Ostravak	1
756	Česká strana regionů	Česká strana regionů	Česká strana regionů	ČSR	1
757	Sdružení nezávislých Holešovska	Sdružení nezávislých Holešovska	Sdruž.nezávislých Holešovska	SNH	1
758	Naše Beskydy	Naše Beskydy	Naše Beskydy	NBeskydy	1
759	Česká Suverenita	Česká Suverenita	Česká Suverenita	ČS	1
760	Lidové fórum	Lidové fórum	Lidové fórum	LF	1
761	Strana pro Evropu	Strana pro Evropu	Strana pro Evropu	SPE	1
762	OBČANÉ 2011	OBČANÉ 2011	OBČANÉ 2011	OBČANÉ 2011	1
763	Strana Globální Odpovědnosti	Strana Globální Odpovědnosti	Strana Globální Odpovědnosti	SGO	1
764	LEV 21 - Národní socialisté	LEV 21 - Národní socialisté	LEV 21-Národní socialisté	LEV 21	1
765	Strana přátel časop.MAXIM a jejich přátel za max.svobodu projevu,za vybudování mocné armády a život bez zbyteč.zákazů	Strana přátel časop.MAXIM za maxim.svobodu projevu	Strana přátel časopisu MAXIM	"""MAXIM"""	1
766	"""JIHOČEŠI 2012"""	"""JIHOČEŠI 2012"""	"""JIHOČEŠI 2012"""	"""JIH 12"""	1
767	Strana rovných příležitostí	Strana rovných příležitostí	Strana rovných příležitostí	SRP	1
768	ANO 2011	ANO 2011	ANO 2011	ANO 2011	1
769	VIZE 2014	VIZE 2014	VIZE 2014	VIZE	1
770	VÝCHODOČEŠI	VÝCHODOČEŠI	VÝCHODOČEŠI	VČ	1
771	politické hnutí Změna	politické hnutí Změna	politické hnutí Změna	Změna	1
772	HOZK - HNUTÍ ODBORNÍKŮ ZA KRAJE	HOZK - HNUTÍ ODBORNÍKŮ ZA KRAJE	HOZK-HNUTÍ ODBORNÍKŮ ZA KRAJE	HOZK	1
773	Středočeši2012.cz	Středočeši2012.cz	Středočeši2012.cz	S2012	1
774	PRO	PRO	PRO	PRO	1
775	ZVUK 12	ZVUK 12	ZVUK 12	ZVUK 12	1
776	PATRIOTI	PATRIOTI	PATRIOTI	PATRIOTI	1
777	Strana Češi	Strana Češi	Strana Češi	Češi	1
778	za Morální Očistu Regionu	za Morální Očistu Regionu	za Morální Očistu Regionu	M.O.R.	1
779	Starostové pro občany	Starostové pro občany	Starostové pro občany	STO	1
780	Nová budoucnost pro Liberecký kraj	Nová budoucnost pro Liberecký kraj	Nová budoucn.pro Liberecký kr.	NBPLK	1
781	Volba lidu 21.století	Volba lidu 21.století	Volba lidu 21.století	VL21	1
782	Hnutí FAIR PLAY	Hnutí FAIR PLAY	Hnutí FAIR PLAY	FairPlay	1
783	Česká strana selského rozumu	Česká strana selského rozumu	Česká strana selského rozumu	Čssr	1
784	Zemští Demokraté	Zemští Demokraté	Zemští Demokraté	ZEDEM	1
785	PRO Sport a Zdraví	PRO Sport a Zdraví	PRO Sport a Zdraví	PSZ	1
786	Občanská sounáležitost	Občanská sounáležitost	Občanská sounáležitost	OS	1
787	Sdružení nezávislých občanů Prahy 13	Sdružení nezávislých občanů Prahy 13	Sdruž.nezáv.občanů Prahy 13	SNOP13	1
788	Občané České republiky	Občané České republiky	Občané České republiky	OČR	1
789	Strana důchodců Františka Burdy	Strana důchodců Františka Burdy	Strana důchodců Frant.Burdy	SDFB	1
790	Pardubice pro lidi	Pardubice pro lidi	Pardubice pro lidi	PPL	1
791	Pro Prahu	Pro Prahu	Pro Prahu	HPP	1
792	Úsvit přímé demokracie	Úsvit přímé demokracie	Úsvit přímé demokracie	Úsvit	1
793	Nový směr	Nový směr	Nový směr	NOS	1
794	Romská demokratická strana	Romská demokratická strana	Romská demokratická strana	RDS	1
795	Liberálně ekologická strana	Liberálně ekologická strana	Liberálně ekologická strana	LES	1
796	Ústečané	Ústečané	Ústečané	Ú	1
797	Zlín 21	Zlín 21	Zlín 21	Z21	1
798	Náš Prostějov	Náš Prostějov	Náš Prostějov	NPV	1
799	Naše Město F-M	Naše Město F-M	Naše Město F-M	NMFM	1
1001	ANTIBURSÍK - STOP EKOTERORU !	ANTIBURSÍK - STOP EKOTERORU !	ANTIBURSÍK - STOP EKOTERORU !	ABS	1
1002	Republika	Republika	Republika	Republika	1
1003	Alternativa pro Plzeň	Alternativa pro Plzeň	Alternativa pro Plzeň	APPlzeň.cz	1
1004	Patrioti - Volba pro Prahu	Patrioti - Volba pro Prahu	Patrioti - Volba pro Prahu	VPP	1
1005	evropani.cz	evropani.cz	evropani.cz	evropani	1
1006	Občanská konzervativní strana	Občanská konzervativní strana	Občanská konzervativní strana	O.K. strana	1
1007	Hnutí dobrých proměn	Hnutí dobrých proměn	Hnutí dobrých proměn	HDP	1
1008	Pražané.cz	Pražané.cz	Pražané.cz	Pražané	1
1009	Jižní Město - náš domov	Jižní Město - náš domov	Jižní Město - náš domov	JM-ND	1
1010	HNUTÍ SOCIÁLNĚ SLABÝCH	HNUTÍ SOCIÁLNĚ SLABÝCH	HNUTÍ SOCIÁLNĚ SLABÝCH	HSS	1
1011	Toryové	Toryové	Toryové	TOR	1
